id,author,title,year,tag
808,"Willner, Alexander and Magedanz, Thomas",FIRMA: A Future Internet resource management architecture,2014,itc26
809,"Kobayashi, Takuya and Miyoshi, Naoto",Uplink cellular network models with Ginibre deployed base stations,2014,itc26
810,"Koto, Hideyuki and Fukumoto, Norihiro and Niida, Sumaru and Yokota, Hidetoshi and Arakawa, Shin'ichi and Murata, Masayuki",Users' reaction to network quality during web browsing on smartphones,2014,itc26
811,"Popescu, Ion and Uscumlic, Bogdan and Pointurier, Yvan and Gravey, Annie and Gravey, Philippe and Morvan, Michel",A cost comparison of survivable subwavelength switching optical metro networks,2014,itc26
812,"Boussard, M. and Bui, Dinh Thai and Ciavaglia, L. and Douville, R. and Le Pallec, M. and Le Sauze, N. and Noirie, L. and Papillon, S. and Peloso, P. and Santoro, F.",Software-Defined LANs for Interconnected Smart Environment,2015,itc27
813,"Lange, S. and Gebert, S. and Spoerhase, J. and Rygielski, P. and Zinner, T. and Kounev, S. and Tran-Gia, Phuoc",Specialized Heuristics for the Controller Placement Problem in Large Scale SDN Networks,2015,itc27
814,"Wang, Shuo and Zhang, Xing and Zhang, Jiaxin and Feng, Jian and Wang, Wenbo and Xin, Ke",An Approach for Spatial-Temporal Traffic Modeling in Mobile Cellular Networks,2015,itc27
815,"Fiadino, P. and D'Alconzo, A. and Schiavone, M. and Casas, P.",RCATool - A Framework for Detecting and Diagnosing Anomalies in Cellular Networks,2015,itc27
816,"Akin, S. and Fidler, M.",Backlog and Delay Reasoning in HARQ System,2015,itc27
817,"Metzger, F. and Steindl, C. and Hossfeld, T.",A Simulation Framework for Evaluating the QoS and QoE of TCP-based Streaming in an LTE Network,2015,itc27
818,"Guillemin, F. and Elayoubi, S.E. and Robert, P. and Fricker, C. and Sericola, B.",Controlling Impatience in Cellular Networks Using QoE-aware Radio Resource Allocation,2015,itc27
819,"Bosman, J. and van den Berg, H. and van der Mei, R.",Real-Time QoS Control for Service Orchestration,2015,itc27
820,"Hyytia, E. and Righter, R.",Fairness through Linearly Increasing Holding Costs in Systems of Parallel Servers with Setup Delays,2015,itc27
821,"Wu, Huaming and Knottenbelt, W. and Wolter, K.",Analysis of the Energy-Response Time Tradeoff for Mobile Cloud Offloading Using Combined Metrics,2015,itc27
822,"Becker, N. and Fidler, M.",A Non-stationary Service Curve Model for Performance Analysis of Transient Phases,2015,itc27
823,"Maccio, V.J. and Down, D.G.",On Optimal Control for Energy-Aware Queueing Systems,2015,itc27
824,"Vitale, C. and Rizzo, G. and Rengarajan, B. and Mancuso, V.",An Analytical Approach to Performance Analysis of Coupled Processor Systems,2015,itc27
825,"Van Hautegem, K. and Rogiest, W. and Bruneel, H.",Fill the Void: Improved Scheduling for Optical Switching,2015,itc27
826,"Larranaga, M. and Boxma, O.J. and Nunez-Queija, R. and Squillante, M.S.",Efficient Content Delivery in the Presence of Impatient Jobs,2015,itc27
827,"De Vleeschauwer, D. and Feyaerts, B. and Bruneel, H. and Wittevrongel, S.",Scheduling Announced Requests for Streamed Information,2015,itc27
828,"Elayoubi, S.E. and Roberts, J.",Performance Evaluation of Video Transcoding and Caching Solutions in Mobile Networks,2015,itc27
829,"Ramakrishnan, A. and Westphal, C. and Markopoulou, A.",An Efficient Delivery Scheme for Coded Caching,2015,itc27
830,"Leconte, M. and Lelarge, M. and Massoulie, L.",Designing Adaptive Replication Schemes in Distributed Content Delivery Networks,2015,itc27
831,"Giordano, D. and Traverso, S. and Grimaudo, L. and Mellia, M. and Baralis, E. and Tongaonkar, A. and Saha, S.",YouLighter: An Unsupervised Methodology to Unveil YouTube CDN Changes,2015,itc27
832,"Hours, H. and Biersack, E. and Loiseau, P. and Finamore, A. and Mellia, M.",A Study of the Impact of DNS Resolvers on Performance Using a Causal Approach,2015,itc27
833,"Ravaioli, R. and Urvoy-Keller, G. and Barakat, C.",Towards a General Solution for Detecting Traffic Differentiation at the Internet Access,2015,itc27
834,"Kleinrouweler, J.W. and Cabrero, S. and van der Mei, R. and Cesar, P.",Modeling Stability and Bitrate of Network-Assisted HTTP Adaptive Streaming Players,2015,itc27
835,"Mukhopadhyay, A. and Mazumdar, R.R. and Guillemin, F.",The Power of Randomized Routing in Heterogeneous Loss Systems,2015,itc27
836,"Bonald, T.",Traffic Models for User-Level Performance Evaluation in Data Networks,2015,itc27
837,"Kamiyama, N. and Takahashi, Y. and Ishibashi, K. and Shiomoto, K. and Otoshi, T. and Ohsita, Y. and Murata, M.",Optimizing Cache Location and Route on CDN Using Model Predictive Control,2015,itc27
838,"Hoßfeld, Tobias and Mark, Brian and Chan, Gary and Timm-Giel, Andreas",# ITC28 Proceedings,2016,itc28
839,"Hoßfeld, Tobias",# ITC 28 Report,2016,itc28
840,"Hoßfeld, Tobias and Mark, Brian and Chan, Gary and Timm-Giel, Andreas",# Prefaces to the ITC28,2016,itc28
841,"Maswood, Mirza Mohd Shahriar and Develder, Chris and Madeira, Edmundo and Medhi, Deep",Dynamic Virtual Network Traffic Engineering with Energy Efficiency in Multi-location Data Center Networks,2016,itc28
842,"Mukhopadhyay, Arpan and Mazumdar, Ravi R and Roy, Rahul",Binary Opinion Dynamics with Biased Agents and Agents with Different Degrees of Stubbornness,2016,itc28
843,"Lee, Ying Loong and Wang, Li-Chun and Chuah, Teong Chee and Loo, Jonathan",Joint Resource Allocation and User Association for Heterogeneous Cloud Radio Access Networks,2016,itc28
844,"Moety, Farah and Bouhtou, Mustapha and En-Najjary, Taoufik and Nasri, Ridha",Joint Optimization of User Association and User Satisfaction in Heterogeneous Cellular Networks,2016,itc28
845,"Seufert, Michael and Lange, Stanislav and Meixner, Markus",Automated Decision Making Methods for the Multi-objective Optimization Task of Cloud Service Placement,2016,itc28
846,"Alameddine, Hyame and Ayoubi, Sara and Assi, Chadi",Offering Resilient and Bandwidth Guaranteed Services in Multi-Tenant Cloud Networks:Harnessing the Sharing Opportunities,2016,itc28
847,"Bauer, Robert and Zitterbart, Martina",Port Based Capacity Extensions (PBCEs): Improving SDNs Flow Table Scalability,2016,itc28
848,"Bavier, Andy and McGeer, Rick and Ricart, Glenn","PlanetIgnite: A Self-Assembling, Lightweight, Infrastructure-as-a-Service Edge Cloud",2016,itc28
849,"Borchert, Kathrin and Hirth, Matthias and Zinner, Thomas and Mocanu, Decebal Constantin",Correlating QoE and Technical Parameters of an SAP System in an Enterprise Environment,2016,itc28
850,"Bronzino, Francesco and Raychaudhuri, Dipankar and Seskar, Ivan",Demonstrating Context-Aware Services in the MobilityFirst Future Internet Architecture,2016,itc28
851,"Bruschi, Roberto and Lago, Paolo and Lombardo, Chiara and Mangialardi, Sergio",OpenVolcano: An Open-Source Software Platform for Fog Computing,2016,itc28
852,"Chemodanov, Dmitrii and Calyam, Prasad",Application-Aware Infrastructure Clustering for Cloud Service Placement to Enhance User QoE,2016,itc28
853,"Danielis, Peter and Kouyoumdjieva, Sylvia T. and Karlsson, Gunnar",DiVote: A Distributed Voting Protocol for Mobile Device-to-Device Communication,2016,itc28
854,"Faraci, Giuseppe and Lombardo, Alfio and Schembra, Giovanni",An Analytical Model to Design Processor Sharing for SDN/NFV Nodes,2016,itc28
855,"Gebert, Steffen and Geissler, Stefan and Zinner, Thomas and Nguyen-Ngoc, Anh and Lange, Stanislav and Tran-Gia, Phuoc",ZOOM: Lightweight SDN-based Elephant Detection,2016,itc28
856,"Gebert, Steffen and Zinner, Thomas and Gray, Nicholas and Durner, Raphael and Lorenz, Claas and Lange, Stanislav",Demonstrating a Personalized Secure-By-Default Bring Your Own Device Solution Based on Software Defined Networking,2016,itc28
857,"Gebert, Steffen and Zinner, Thomas and Lange, Stanislav and Schwartz, Christian and Tran-Gia, Phuoc",Performance Modeling of Softwarized Network Functions Using Discrete-Time Analysis,2016,itc28
858,"Gouvas, Panagiotis and Vassilakis, Constantinos and Fotopoulou, Eleni and Zafeiropoulos, Anastasios",A Novel Reconfigurable-by-Design Highly Distributed Applications Development Paradigm Over Programmable Infrastructure,2016,itc28
859,"Guerra, Ryan E and Anand, Narendra and Shepard, Clayton and Knightly, Edward W.",Opportunistic Channel Estimation for Implicit 802.11af MU-MIMO,2016,itc28
860,"Hasslinger, Gerhard and Ntougias, Kostas and Hasslinger, Frank and Hohlfeld, Oliver",Performance Evaluation for New Web Caching Strategies Combining LRU with Score Based Object Selection,2016,itc28
861,"Hemmings, Matthew and Ingalls, Daniel and Krahn, Robert and McGeer, Rick and Ricart, Glenn and {R{\""o}der}, Marko and Stege, Ulrike",LiveTalk: A Framework for Collaborative Browser-Based Replicated-Computation Applications,2016,itc28
862,"Hohlfeld, Oliver and Fiedler, Hannes and Pujol, Enric and Guse, Dennis",Insensitivity to Network Delay: Minecraft Gaming Experience of Casual Gamers,2016,itc28
863,"Hyyti{\""a}, Esa and Righter, Rhonda and Virtamo, Jorma",Meeting Soft Deadlines in Single- And Multi-Server Systems,2016,itc28
864,"Karsten, Martin and Berger, Daniel S and Schmitt, Jens",Traffic-Driven Implicit Buffer Management - Delay Differentiation Without Traffic Contracts,2016,itc28
865,"Kleinrouweler, Jan Willem and Cabrero, Sergio and {van der Mei}, Rob and Cesar, Pablo",A Markov Model for Evaluating Resource Sharing Policies for DASH Assisting Network Elements,2016,itc28
866,"Moldovan, Christian and {Ho{\ss}feld}, Tobias",Impact of Variances on the QoE in Video Streaming,2016,itc28
867,"Moldovan, Christian and Metzger, Florian",Bridging the Gap Between QoE and User Engagement in HTTP Video Streaming,2016,itc28
868,"Moldovan, Christian and Sieber, Christian and Heegaard, Poul E. and {Ho{\ss}feld}, Tobias and Kellerer, Wolfgang",YouTube Can Do Better: Getting the Most Out of Video Adaptation,2016,itc28
869,"Morichetta, Andrea and Bocchi, Enrico and Metwalley, Hassan and Mellia, Marco",CLUE: Clustering for Mining Web URLs,2016,itc28
870,"Moualla, Ghada and Turletti, Thierry and Bouet, Mathieu and Saucez, Damien",On the Necessity of Accounting for Resiliency in SFC,2016,itc28
871,"Najjar, Amro and Serpaggi, Xavier and Gravier, Christophe and Boissier, Olivier",Multi-agent Systems for Personalized QoE-Management,2016,itc28
872,"Nguyen, Dinh and Sugiyama, Kohei and Tagami, Atsushi",Cache the Queues: Caching and Forwarding in ICN From a Congestion Control Perspective,2016,itc28
873,"Obadia, Mathis and Rougier, Jean-Louis and Iannone, Luigi and Bouet, Mathieu and Conan, Vania",Elastic Network Service Provisioning with VNF Auctioning,2016,itc28
874,"Pries, Rastin and Morper, Hans-Jochen and Galambosi, Nandor and Jarschel, Michael",Network as a Service - A Demo on 5G Network Slicing,2016,itc28
875,"Ravaioli, Riccardo and Urvoy-Keller, Guillaume and Barakat, Chadi",Testing for Traffic Differentiation with ChkDiff: The Downstream Case,2016,itc28
876,"Sankararaman, Abishek and woo Cho, Jeong and Baccelli, Francois",Performance-Oriented Association in Large Cellular Networks with Technology Diversity,2016,itc28
877,"Schwarzkopf, Fabian and Veith, Sebastian and Menth, Michael",Performance Analysis of CoDel and PIE for Saturated TCP Sources,2016,itc28
878,"Schwarzmann, Susanna and Zinner, Thomas and Dobrijevic, Ognjen",Towards a Framework for Comparing Application-Network Interaction Mechanisms,2016,itc28
879,"Shaik, Muhammed Zubair Basha and Puschmann, Andre and Mitschele-Thiel, Andreas",Self-Optimization of Software Defined Radios Through Evolutionary Algorithms,2016,itc28
880,"Shariat, Ali and Tizghadam, Ali and Leon-Garcia, Alberto",Optimizing Time to Exhaustion in Service Providers Using Information-Centric Networking,2016,itc28
881,"Stockmayer, Andreas and Schmidt, Mark and Menth, Michael","jLISP: An Open, Modular and Extensible Java-Based LISP Implementation",2016,itc28
882,"Thomas, Charles and Kline, Jeff and Barford, Paul",IntegraTag: a Framework for High-Fidelity Web Client Measurement,2016,itc28
883,"Tortelli, Michele and Rossi, Dario and Leonardi, Emilio","ModelGraft: Accurate, Scalable, and Flexible Performance Evaluation of General Cache Networks",2016,itc28
884,"Tran, Manh Nam and Huynh, Nguyen Van and Le, Dai and {Huu Thanh}, Nguyen",An Energy-Aware Embedding Algorithm for Virtual Data Centers,2016,itc28
885,"Gast, Nicolas and {Van Houdt}, Benny",Asymptotically Exact TTL-Approximations of the Cache Replacement Algorithms LRU(m) and h-LRU,2016,itc28
886,"{Gro{\ss}mann}, Marcel and Eiermann, Andreas",Security of Distributed Container Based Service Clustering with Hypriot Cluster Lab,2016,itc28
887,"Schmidt, Mark and Finze, Robert and Menth, Michael",Demo: Integrating Distributed High-Performance Zones in the BelWue ISP Network and University Campuses Using OpenFlow,2016,itc28
888,"Zhang, Sai Qian and Zhang, Qi and Tizghadam, Ali and Park, Byungchul and Bannazadeh, Hadi and Leon-Garcia, Alberto and Boutaba, Raouf",Sector: TCAM Space Aware Routing on SDN,2016,itc28
889,"Tran, Phuong Nga and Saito, Hiroshi",Disaster Avoidance Control Against Tsunami,2016,itc28
890,"Pacifici, Valentino and {Jo{\v s}ilo}, Slađana and {D{\'a}n}, Gy{\""o}rgy",Distributed Algorithms for Content Caching in Mobile Backhaul Networks,2016,itc28
891,"Neglia, Giovanni and Carra, Damiano and Feng, Mingdong and Janardhan, Vaishnav and Michiardi, Pietro and Tsigkari, Dimitra",Access-time Aware Cache Algorithms,2016,itc28
892,"Marotta, Antonio and Kassler, Andreas J.",A Power Efficient and Robust Virtual Network Functions Placement Problem,2016,itc28
893,"Lundrigan, Philip and Khaledi, Mojgan and Kano, Makito and Subramanyam, Naveen and Kasera, Sneha Kumar",Mobile Live Video Upstreaming,2016,itc28
894,"Ciucu, Florin and Poloczek, Felix and Schmitt, Jens",Stochastic Upper and Lower Bounds for General Markov Fluids,2016,itc28
895,"Beifu{\ss}, Alexander and Runge, Torsten M. and Raumer, Daniel and Emmerich, Paul and Wolfinger, Bernd E. and Carle, Georg",Building a Low Latency Linux Software Router,2016,itc28
896,"Araldo, Andrea and {D{\'a}n}, Gy{\""o}rgy and Rossi, Dario",Dynamic Cache Partitioning for Encrypted Content Delivery,2016,itc28
