id,author,title,year,citation,tag
245,"Michaux, J.E. and De Raedt, L.J. and Jacquemijn, E.V.","A Comparison Between Classical, Calculated and Artificially Measured Distributions in a Particular Link System",1973,-1,itc07

246,"Bazlen, Dieter and Kampe, Gerald and Lotze, Alfred",On the Influence of Hunting Mode and Link Wiring on the Loss of Link Systems,1973,14,itc07

247,"Bassalygo, Leonid A.",On a Number of Reswitching in a Three-Stage Connecting Network,1973,-1,itc07

248,"Le Gall, P. and Lee, L. and Rahko, K. and A. and Iversen, V.B. and Mizuki, M. and E., Gatos",Discussion Record: Session No. 22 - Traffic Theory,1973,-1,itc07

249,"Gatos, E.",Relations Between Redundance and Reliability in the Transmission and Processing of Information in Switching and Transmission Systems,1973,-1,itc07

250,"Mizuki, Mikiso",Uncertainty Theory Applicable to Traffic Models,1973,1,itc07

251,"Rahko, Kauko",Congestion as a Stochastic Process,1973,2,itc07

252,"Iversen, Villy Baek",Analysis of Traffic Processes Based on Data Obtained by the Scanning Method,1973,3,itc07

253,Alfred,On the Calculation of Full Available Groups with Offered Smoothed Traffic,1973,3,itc07

254,"Lee, Lansun",The Unserviceable Probability of an Interoffice Trunk Group,1973,-1,itc07

255,"Le Gall, P.",Random Processes Applied to Traffic Theory and Engineering,1973,4,itc07

256,"Rogeberg, T. and Stenseth, B. and Halvorsen, O. and Kvaase, H. and Nivert, K. and von Schantz, C. and Weisschuh, H. and Villar De Villancian, J.E. and De Los Mozos Marques, J.R.",Discussion Record: Session No. 21 - Simulations,1973,-1,itc07

257,"Villar De Villacian, J.E. and De Los Mozos Marques, J.R",An Extension of the Roulette Model to Simulate Speech and Signalling Networks,1973,2,itc07

258,"Weisschuh, Helmut",Theoretical Aspects of Finite Source Input Process Simulation,1973,1,itc07

259,"Nivert, Krister and von Schantz, Christer",Some Methods for Improving the Efficiency of Simulation Programs,1973,0,itc07

260,"Halvorsen, Oystein and Kvaase, Helge",A Simulation Study of a Network with Six Exchanges,1973,-1,itc07

261,"Husstad, Bjorn and Thornes, Tryggve",Simulation of the Group Selector Stage in the ITT ''8B'' Exchange,1973,-1,itc07

262,"Rogeberg, Thomas and Stenseth, Borre",Tetrasim - A General Purpose Program for the Simulation of Telephone Systems,1973,1,itc07

263,"Descloux, A. and Solem, R. and Oberer, E. and Riesz, G.W.",Discussion Record: Session No.14 - Statistical Problems,1973,-1,itc07

264,"Gershwin, S.B. and Laue, R.V. and Wolman, Eric",Peak-Load Traffic Administration of a Rural Line-Concentrator,1973,6,itc07

265,"Pedersen, Ole A.",Measurement of Within-Busy-Hour Traffic Variations,1973,0,itc07

266,"Oberer, E. and Riesz, G.W.","Test Calling: Experience, Theory, Prospects",1973,1,itc07

267,"Solem, Richard R.",A General Principle of Traffic Distribution,1973,-1,itc07

268,"Descloux, A.",Fluctuations of Load Measurements,1973,0,itc07

269,"Barnes, D.H. and Reutelhuber, W.O.",Discussion Record: Session No.13 - Subscriber Behaviour,1973,-1,itc07

270,"Gaustad, Olav and Flo, Arne and Dadswell, Robin L.",Extensive Traffic Investigations in a Local Telephone Exchange,1973,-1,itc07

271,"Jonin, G.L. and Sedol, J.J.",Fully-Availability Groups with Repeated Calls and Time of Advanced Service,1973,4,itc07

272,"Toledano, F. and de los Mozos, J.R.",An Analytical Model to Describe the Influence of the Repeated Call Attempts,1973,1,itc07

273,"Myskja, A. and Walmann, O.O.","A Statistical Study of Telephone Traffic Data, with Emphasis on Subscriber Behaviour",1973,6,itc07

274,"Barnes, D.H. and Reutelhuber, W.O.",Customer Line Use Characteristics,1973,6,itc07

275,"Jensen, Arne",Conny Palm,1973,-1,itc07

276,"Dr. Jacobaeus, C.",Opening Session,1973,-1,itc07

277,"Halatschew, W. II and M. Iw., Dimtschew and Iwanow, P.D.",Functional Algorithm and Structural Switching of Special Automatic Telephone Information Equipment - English,1976,-1,itc08

278,"Halatschew, W. II and M. Iw., Dimtschew and Iwanow, P.D.",Functional Algorithm and Structural Switching of Special Automatic Telephone Information Equipment - German,1976,-1,itc08

279,"Cohen, J.W.",On Erlang's Formula for the Loss System M/G/K,1976,0,itc08

280,"van Bosse, John G.",A Generalization of Takagi's Results on Optimum Link Graphs,1976,3,itc08

281,"Yechiali, Uri",On Optimal Dimensioning of a Certain Local Network,1976,0,itc08

282,"Wolfgang and Langenbach-Belz, Manfred",Approximate Formulae for the Delay in the Queueing System GI/G/1,1976,246,itc08

283,"Wilson, K.G.",Correlation Induced in Traffic Overflowing from a Common Link,1976,3,itc08

284,"Weisschuh, Helmut and Wizgall, Manfred",Investigations on the Traffic Behavior of the Common Control in SPC Switching Systems,1976,3,itc08

285,"Wallstrom, B. and Fujiki, M. and Murao, Y. and Delbrouck, L.E.N. and Egenolf, F.J. and Kramer, W. and Langenbach-Belz, M. and Kuhn, P.",Discussion Record: Session No.23 - Analysis of Delay Systems 1,1976,-1,itc08

286,"Villar, J. Eduardo",Traffic Calculations in SPC Systems,1976,6,itc08

287,"Villar, J.E. and Weisschuh, H. and Wizgall, M. and Gerr and P. and Guerrero, A.",Discussion Record: Session No.61 - S.P.C. Switching Systems I,1976,-1,itc08

288,"Vestmar, B.J.A.",Probability of Blocking in Non-Hierarchical Networks,1976,-1,itc08

289,"Turner, W.M. and Willett, R.",Traffic Forecasting with an Inadequate but Improving Data Base,1976,-1,itc08

290,"Tsankov, b. and Harris, R.J. and van Bosse, J.G. and Berry, L.T.M. and Downs, T. and Krishnan Iyer, R.S.",Discussion Record: Session No.51 - Network and System Optimisation,1976,-1,itc08

291,"Tsankov, Boris",Optimization of Telephone Networks with Alternative Routing and Multiple Number of Route Group Channels,1976,-1,itc08

292,"Timperi, G.",Average Number of Disjoint Available Paths,1976,-1,itc08

293,"Thuan, L.D. and Bogner, R.E.",Traffic Studies of Message Switching Computers,1976,0,itc08

294,"Smith, D.G. and Rahman Khan, M.M.","Wide-Sense Non-Blocking Networks, and Some Packing Algorithms",1976,6,itc08

295,"Segal, Moshe","Turfing - A Queueing Model for the Work, Backlog of a Telephone Repairman/Installer",1976,-1,itc08

296,"Schreiber, Friedrich",Transformed Probability Distributions of Indetermined Form: Calculation Methods for Moments of Arbitrary Order and their Application in Queueing Systems,1976,1,itc08

297,"Schehrer, Rudolf",On Higher Order Moments of Overflow Traffic Behind Groups of Full Access,1976,2,itc08

298,Sagerholm,A Method for the Calculation of Traffic Offered to an Alternative Routing Arrangement,1976,-1,itc08

299,"Songhurst, D.J.",The Variance of Observations on Markov Chains,1976,2,itc08

300,"Rubas, J.",Dimensioning of Alternative Routing Networks Offered Smooth Traffic,1976,-1,itc08

301,"Riesz, G.W. and Mir and a, G. and Tosalli, A. and Marlow and Graves, R.D. and Pearson, D.A.",Discussion Record: Session No.44 - Network Management and Supervision,1976,-1,itc08

302,"Riesz, G.W.",Factors Influencing the Call Completion Ratio,1976,2,itc08

303,"Rahko, Kauko",Dimensioning of Traffic Routes According to the EERT-Method and Corresponding Methods,1976,1,itc08

304,"Peterson, M.M.",A Modified Chi-Squared Test for Computer Simulations of Telephone Switching Networks,1976,-1,itc08

305,"Pernau, W. and Urmoneit, W.","Integration of Communication Satellites into the International Networks; Planning and Economy, Traffic Engineering",1976,-1,itc08

306,"Pedersen, Ole A.",Statistical Design of Load Balance Traffic Studies,1976,0,itc08

307,"Pearce, C. and Potter, R. and Schehrer, R. and Freeman, H. and de Boer, J. and Jung, M.M. and Wilson, K.G.",Discussion Record: Session No.42 - Overflow Traffic Models,1976,-1,itc08

308,"Pearce, C.E.M. and Potter, R.M.",Some Formulae Old and New of Overflow Traffic in Telephony,1976,14,itc08

309,"Pawlita, Peter",Measurement and Analysis of Data Traffic Originated by Display and Teletypewriter Terminals in a Teleprocessing System,1976,1,itc08

310,Paul,Analysis of Complex Queuing Networks by Decomposition,1976,-1,itc08

311,"Parviala, A.","Accuracy Requirements Concerning Routing Traffic Measurements, With Regard to Service Level Objectives in Telephone Network and to Certain Error and Cost Factors",1976,-1,itc08

312,"Ono, Kinji and Urano, Yoshiyori",An Interactive Simulation System for Data Communication Network Design -ICANDO-,1976,-1,itc08

313,"Olsson, K.M. and Dietrich, G. and Salade, R. and Thuan, L.D. and Bogner, R.E.",Discussion Record: Session No.43 - Simulation Techniques,1976,-1,itc08

314,"Olsson, K.M.","Statistical Problems in Simulation of Telecommunications Traffic Systems, Some Analytical Results",1976,2,itc08

315,"Olsson, K.M.","Accuracy of Observed Mean Values of Waiting Times, Queue Length and Proportion of Delayed Calls in Markovian Many-Server Systems",1976,3,itc08

316,"O`Shaughnessy, J.J. and Barnes, D.H. and Chin, Y.M. and Erke, T. and Rahko, K. and Parviala, A.",Discussion Record: Session No.24 - Traffic Data Measurement and Administration 1,1976,-1,itc08

317,"O`Shaughnessy, J.J.",Traffic Data - The Need Nature and Use,1976,-1,itc08

318,"Nivert, Krister and von Schantz, Christer",Some Applications of Quadratic Programming to the Calculation of Traffic Matrices,1976,-1,itc08

319,"Nightingale, D.T.",Computations with Smooth Traffics and the Wormald Chart,1976,-1,itc08

320,"Neiman, Vladimir I.",Structural Properties of Connecting Networks,1976,5,itc08

321,"Nombela, L.F. and Pillado, J.M.",A Non Constant Failure Rate Distribution in the Conversation Time of Telephone Calls,1976,-1,itc08

322,"Myskja, Arne and Aagesen, Finn Arve",On the Interaction Between Subscribers and a Telephone System,1976,2,itc08

323,"Mizuki, Mikiso",Uncertainty Model for An M/M/I System,1976,0,itc08

324,"Mir and a, G. and Tosalli, A.",Statistical Aspects in Detecting Critical Traffic Conditions,1976,1,itc08

325,"Mina, Ramses R.",The Rigorous Calculation of the Blocking Probability and its Allpication in Traffic Measurement,1976,-1,itc08

326,"Michaux, J. and Cohen, J. W. and Le Gall, P. and Bazlen, D. and Lorcher, W.",Discussion Record: Session No. 12 - Analysis of Busy Signal Systems,1976,-1,itc08

327,"Michaux, Jacques",On the Conditional Blocking Probabilities in a Link System for Preselection,1976,-1,itc08

328,Marlow,Concent - An Aid to the Business Management of Telephone Networks,1976,-1,itc08

329,"Marin Martin, J.I.",An Improvement in Traffic Matrices Calculation,1976,-1,itc08

330,"Morrison, Milton and Fleming, Paul Jr.","Some Blocking Formulae for Three-Stage Switching Arrays, with Multiple Connection Attempts",1976,1,itc08

331,"Mori, H. and Teramura, H. and Andersson, L. and Peiram, L. and Str and berg, K. and Kaniuk, G. and Smith, J.L. and Tolendano, F. and Jensen, E.",Discussion Record: Session No.41 - Network and System Reliability,1976,-1,itc08

332,"Mori, Hiromichi and Teramura, Hiroichi",Evaluation of Reliability and Serviceability in Communication Systems with its Applications to Network Planning,1976,2,itc08

333,"Liu, Jason and Kettler, David A.",A Network Flow Model Analysis of a Multiqueue Operator Service System with Priority,1976,0,itc08

334,"Lindberger, Karl",Some Applications to Telephone Traffic Theory Based on Functional Limit Laws for Cumulative Processes,1976,0,itc08

335,"Lind, G. and Nombela, L.E. and Pillado, J.M.",Discussion Record: Session No.63 - Statistical Analysis of Traffic Data,1976,-1,itc08

336,"Lind, Gunnar",Studies on the Probability of a Called Subscriber Being Busy,1976,4,itc08

337,"Leigh, R.B. and Little, A.J.",Busy Hour Traffic Variations Determined from Continuous Traffic Measurements,1976,-1,itc08

338,"Le Gall, P.",General Telecommunications Traffic Without Delay,1976,3,itc08

339,"de Lange, S.J.",Report of the Working Party for the Documentation of the First Six International Teletraffic Congresses,1976,-1,itc08

340,"Lotze, A. and Roder, A. and Theirer, G. and Smith, D.G. and Rahman Khan, M.M. and Morrison, M. and Fleming, P. and Harl and G. and Boyd, J.C. and Hunter, J. M.",Discussion Record: Session No.54 - Link Systems,1976,-1,itc08

341,"Lotze, Alfred and Alex and Thierer, Gebhard",PPL - A Reliable Method for the Calculation of Point-To-Point Loss in Link Systems,1976,16,itc08

342,"Lotze, Alfred and Alex and Thierer, Gebhard",Investigations on Folded and Reversed Link Systems,1976,0,itc08

343,"Lotze, Alfred and Alex and Thierer, Gebhard",Point-To-Point Selection Versus Point-To-Group Selection in Link Systems,1976,2,itc08

344,"Krishnan Iyer, R.S. and Downs, T.",A Probabilistic Model for Optimization of Telephone Networks,1976,-1,itc08

345,"Kraepelien, Hans Y.",The Configuration Theory: The Influence of Multi-Part Tariffs on Local Telephone Traffic,1976,-1,itc08

346,"Kleinrock, L. and Kamoun, F. and Inose, H. and Saito, T. and Wakahara, Y. and Fukushima, Y. and Pawlita, P. and Bux, W.",Discussion Record: Session No.52 - Data Traffic Problems,1976,-1,itc08

347,"Kleinrock, Leonard and Kamoun, Farouk",Data Communications Through Large Packet Switching Networks,1976,8,itc08

348,"Khadem, Ramin",An Econometric Forecasting Model of the Demand for International Voice Telecommunication from Canada,1976,-1,itc08

349,"Katzschner, Lothar and Scheller, Reinhard",Probability of Loss of Data Traffics with Different Bit Rates Hunting One Common PCM-Channel,1976,20,itc08

350,"Kaniuk, G. and Smith, J.L.",Effects of Faults on the Grade of Service of a Telephone Exchange,1976,0,itc08

351,"Kampe, Gerald and Paul",Graded Delay Systems with Infinite or Finite Source Traffic and Exponential or Constant Holding Time,1976,10,itc08

352,"Kampe, G. and Kuhn, P. and Haugen, R. and Osterud, H. and Liu, J. and Kettler, D.A. and Olsson, K. and Segal, M. and Villen, M.",Discussion Record: Session No.25 - Analysis of Delay Systems 1,1976,-1,itc08

353,"Kosten, L.",Behaviour of Overflow Traffic and the Probabilities of Blocking in Simple Gradings,1976,3,itc08

354,"Kodaira, K. and Takagi, K. and Vestmar, B. and Nivert, K. and von Schantz, C. and Bear, D. and Butto, M. and Colombo, G. and Tonietti, A. and Schieber, F.",Discussion Record: Session No.33 - Traffic Engineering Computational Techniques,1976,-1,itc08

355,"Kodaira, Kunio and Takagi, Kenzo",A General Purpose Blocking Probability Calculation Program for Multi-Stage Link Systems,1976,3,itc08

356,"Jung, M.M. and de Boer, J.",Cyclic Overflow of Calls Offered to Subgroups of a Full-Availability Group of Lines,1976,-1,itc08

357,"Jensen, E. and Toledano, F.",On the Influence of Certain Typical Equipment Faults on Grade of Service,1976,4,itc08

358,"Jensen, A. and Pedersen, O. and de Kroes, J.L. and Roy Choudhury, P.K. and Harl and G. and F., Schreiber and Anderberg, M. and Helm, A.V. and J.J. and Elldin, A. and Dunstan, A.W. and Mir and a, G. and Leigh, R.B. and Reid, P.J. and Reyes, C. and Anderberg, M. and Lotze, A. and Pratt, C.W.",Final Panel Discussion,1976,0,itc08

359,"Jacobaeus, C.",Yngve Rapp - A Memoir,1976,-1,itc08

360,"Johnsen, S. and Smith, J.L.",Provision of Signalling Equipment According to a Delay Criterion,1976,0,itc08

361,"Iversen, Villy Baek",On General Point Processes in Teletraffic Theory with Applications to Measurements and Simulation,1976,-1,itc08

362,"Itoh, M. and Nunotani, Y. and Ueda, T. and Okada, K. and Bradley, I.A. and McTiffin, M.J. and Herzog, U. and Haugen, R.B. and Jensen, E. and Sanchez-Puga, M.J.",Discussion Record: Session No.62 - S.P.C. Switching Systems II,1976,-1,itc08

363,"Itoh, Masahiko and Nunotani, Yoshiaki and Ueda, Tohru and Okada, Kazuhiko",Methods of Estimating Central Processing System Traffic Performances in SPC-Electronic Switching Systems,1976,1,itc08

364,"Inose, H. and Saito, T. and Wakahara, Y. and Fukushima, Y.",Evaluation of Traffic Characteristics of Some Time-Division Switching Networks for Data With a Plurality of Speeds,1976,-1,itc08

365,"Hwang, Frank Kwangming",Blocking Probabilities for Connecting Networks Allowing Rearrangements,1976,1,itc08

366,"Herzog, Ulrich",Priority Models for Communication Processors Including System Overhead,1976,9,itc08

367,"Heffes, H. and Holtsman, J.M.",Peakedness in Switching Machines: its Effect and Estimation,1976,2,itc08

368,"Haugen, Rolf B. and Osterud, Harald",Waiting Time Distribution in Link Systems,1976,-1,itc08

369,"Haugen, R.B. and Jensen, E. and Sanchez-Puga, M.J.",Analytical Study of Feedback Effects on Processor Traffic in SPC Systems,1976,1,itc08
